run_id,mutation_scalar,use_ecm,valley_reaper,valley_capacity,seed,generations_run,final_peaks_colonized,time_to_blanket,per_peak_convergence,colonization_source,occupancy_distribution
s1.0_ecm1_top_fitness_vc200_17,1.0,1,top_fitness,200,4044094123,500,2,,"{""2"": 183, ""1"": 499}","{""2"": ""valley"", ""1"": ""in_situ""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm0_top_fitness_vc200_17,1.5,0,top_fitness,200,1724363902,500,0,,{},{},"{""2"": 10, ""1"": 10, ""3"": 10, ""4"": 10, ""0"": 10}"
s1.5_ecm0_random_vc200_17,1.5,0,random,200,345607278,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm1_random_vc200_16,1.0,1,random,200,1478825427,500,0,,{},{},"{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm0_top_fitness_vc200_18,0.25,0,top_fitness,200,2365551282,500,1,,"{""1"": 348}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm1_top_fitness_vc200_18,0.25,1,top_fitness,200,3125693816,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm1_random_vc200_15,1.5,1,random,200,2660901973,500,0,,{},{},"{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm0_random_vc200_18,0.25,0,random,200,3894439106,500,1,,"{""2"": 487}","{""2"": ""in_situ""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm1_random_vc200_18,0.25,1,random,200,3129952255,500,1,,"{""1"": 488}","{""1"": ""in_situ""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_top_fitness_vc200_18,0.5,0,top_fitness,200,681677534,500,1,,"{""2"": 166}","{""2"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm1_top_fitness_vc200_18,0.5,1,top_fitness,200,2615287483,500,1,,"{""2"": 146}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.5_ecm0_random_vc200_18,0.5,0,random,200,556643820,500,2,,"{""1"": 401, ""3"": 487}","{""1"": ""in_situ"", ""3"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm0_top_fitness_vc200_18,1.0,0,top_fitness,200,1194879119,500,1,,"{""1"": 417}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm1_top_fitness_vc200_17,1.5,1,top_fitness,200,1702911251,500,1,,"{""1"": 164}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""3"": 10, ""0"": 10, ""1"": 10}"
s1.0_ecm0_random_vc200_18,1.0,0,random,200,4240565370,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_vc200_18,1.0,1,top_fitness,200,1287009641,500,1,,"{""0"": 460}","{""0"": ""in_situ""}","{""2"": 10, ""4"": 10, ""1"": 10, ""0"": 10, ""3"": 10}"
s0.5_ecm1_random_vc200_18,0.5,1,random,200,2139970102,500,3,,"{""1"": 233, ""3"": 408, ""4"": 414}","{""1"": ""in_situ"", ""3"": ""in_situ"", ""4"": ""in_situ""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_random_vc200_17,1.0,1,random,200,1724882154,500,1,,"{""1"": 477}","{""1"": ""in_situ""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm0_top_fitness_vc200_18,1.5,0,top_fitness,200,4254488244,500,0,,{},{},"{""0"": 10, ""4"": 10, ""2"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm0_random_vc200_18,1.5,0,random,200,1526051015,500,0,,{},{},"{""0"": 10, ""2"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm0_top_fitness_vc200_19,0.25,0,top_fitness,200,3092122296,500,1,,"{""2"": 139}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm1_top_fitness_vc200_19,0.25,1,top_fitness,200,259054187,500,1,,"{""2"": 131}","{""2"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s0.25_ecm0_random_vc200_19,0.25,0,random,200,795599677,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.25_ecm1_random_vc200_19,0.25,1,random,200,1724407099,500,1,,"{""1"": 404}","{""1"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_top_fitness_vc200_19,0.5,1,top_fitness,200,2546618964,500,1,,"{""1"": 379}","{""1"": ""in_situ""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm0_top_fitness_vc200_19,0.5,0,top_fitness,200,2458847033,500,1,,"{""1"": 406}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm0_random_vc200_19,0.5,0,random,200,1526618281,500,1,,"{""1"": 474}","{""1"": ""valley""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm1_random_vc200_16,1.5,1,random,200,3123505086,500,1,,"{""1"": 330}","{""1"": ""in_situ""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm0_top_fitness_vc200_19,1.0,0,top_fitness,200,907523787,500,1,,"{""2"": 266}","{""2"": ""valley""}","{""2"": 10, ""0"": 10, ""3"": 10, ""1"": 10, ""4"": 10}"
s1.5_ecm1_top_fitness_vc200_18,1.5,1,top_fitness,200,1456117081,500,1,,"{""1"": 181}","{""1"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s1.0_ecm0_random_vc200_19,1.0,0,random,200,248382553,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s0.5_ecm1_random_vc200_19,0.5,1,random,200,2335454181,500,0,,{},{},"{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.5_ecm1_random_vc200_17,1.5,1,random,200,64280839,500,1,,"{""1"": 402}","{""1"": ""in_situ""}","{""2"": 10, ""4"": 10, ""0"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm0_top_fitness_vc200_19,1.5,0,top_fitness,200,1247870007,500,0,,{},{},"{""0"": 10, ""4"": 10, ""3"": 10, ""2"": 10, ""1"": 10}"
s1.0_ecm1_top_fitness_vc200_19,1.0,1,top_fitness,200,1632598783,500,1,,"{""1"": 269}","{""1"": ""in_situ""}","{""2"": 10, ""4"": 10, ""0"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_random_vc200_18,1.0,1,random,200,1916597202,500,1,,"{""1"": 189}","{""1"": ""in_situ""}","{""2"": 10, ""0"": 10, ""4"": 10, ""1"": 10, ""3"": 10}"
s1.5_ecm0_random_vc200_19,1.5,0,random,200,1120335225,500,0,,{},{},"{""2"": 10, ""4"": 10, ""1"": 10, ""0"": 10, ""3"": 10}"
s1.5_ecm1_top_fitness_vc200_19,1.5,1,top_fitness,200,1683798413,500,1,,"{""1"": 281}","{""1"": ""valley""}","{""2"": 10, ""0"": 10, ""4"": 10, ""3"": 10, ""1"": 10}"
s1.0_ecm1_random_vc200_19,1.0,1,random,200,2483625363,500,2,,"{""1"": 324, ""3"": 352}","{""1"": ""in_situ"", ""3"": ""in_situ""}","{""2"": 10, ""3"": 10, ""0"": 10, ""1"": 10, ""4"": 10}"
s1.5_ecm1_random_vc200_18,1.5,1,random,200,2081453282,500,1,,"{""1"": 478}","{""1"": ""in_situ""}","{""1"": 10, ""4"": 10, ""2"": 10, ""3"": 10, ""0"": 10}"
s1.5_ecm1_random_vc200_19,1.5,1,random,200,397037149,500,0,,{},{},"{""2"": 10, ""3"": 10, ""4"": 10, ""1"": 10, ""0"": 10}"
